timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-25 22:13:54,med_capctl_cap50,SRT_SMPT,44,26500.0,60,15,387,5,774,-0.7104,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,24.7,1233.3
2026-06-25 22:41:42,med_capctl_cap150,SRT_SMPT,42,69766.66,160,15,1034,5,2068,-0.7502,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,29.8,4466.7
2026-06-25 23:09:16,med_capctl_cap150,SRT_SMPT,43,70266.67,160,15,1031,5,2062,-0.7483,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,24.4,3666.7
2026-06-25 23:36:44,med_capctl_cap150,SRT_SMPT,44,71033.33,160,15,1041,5,2082,-0.7447,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,23.8,3566.7
2026-06-26 01:00:14,med_capctl_cap400,SRT_SMPT,42,178233.34,410,15,2637,5,5274,-0.7895,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10100.0
2026-06-26 02:24:21,med_capctl_cap400,SRT_SMPT,43,179533.34,410,15,2655,5,5310,-0.7779,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-26 03:48:20,med_capctl_cap400,SRT_SMPT,44,180866.69,410,15,2669,5,5338,-0.7734,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.4
2026-06-25 21:36:15,med_capctl_cap15,SRT_SRWT,42,11937.09,25,15,170,5,340,-0.7042,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,26.9,403.8
2026-06-25 21:40:20,med_capctl_cap15,SRT_SRWT,43,11766.67,25,15,168,5,336,-0.7048,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,35.6,533.3
2026-06-25 21:44:18,med_capctl_cap15,SRT_SRWT,44,11333.33,25,15,163,5,326,-0.6943,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,20.0,300.0
